,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,First Name,Middle Name,Last Name,Title
870,871,0,3,"Balkic, Mr. Cerin",0,26.0,0,0,349248,7.8958,S,Cerin,,Balkic, Mr
871,872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,47.0,1,1,11751,52.5542,S,Richard,Leonard,Beckwith, Mrs
872,873,0,1,"Carlsson, Mr. Frans Olof",0,33.0,0,0,695,5.0,S,Frans,Olof,Carlsson, Mr
873,874,0,3,"Vander Cruyssen, Mr. Victor",0,47.0,0,0,345765,9.0,S,Victor,,Vander Cruyssen, Mr
874,875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,28.0,1,0,P/PP 3381,24.0,C,Samuel,(Hannah,Abelson, Mrs
875,876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,15.0,0,0,2667,7.225,C,Adele,Kiamie,Najib, Miss
876,877,0,3,"Gustafsson, Mr. Alfred Ossian",0,20.0,0,0,7534,9.8458,S,Alfred,Ossian,Gustafsson, Mr
877,878,0,3,"Petroff, Mr. Nedelio",0,19.0,0,0,349212,7.8958,S,Nedelio,,Petroff, Mr
878,879,0,3,"Laleff, Mr. Kristo",0,,0,0,349217,7.8958,S,Kristo,,Laleff, Mr
879,880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,56.0,0,1,11767,83.1583,C,Thomas,Jr,Potter, Mrs
880,881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",1,25.0,0,1,230433,26.0,S,William,(Imanita,Shelley, Mrs
881,882,0,3,"Markun, Mr. Johann",0,33.0,0,0,349257,7.8958,S,Johann,,Markun, Mr
882,883,0,3,"Dahlberg, Miss. Gerda Ulrika",1,22.0,0,0,7552,10.5167,S,Gerda,Ulrika,Dahlberg, Miss
883,884,0,2,"Banfield, Mr. Frederick James",0,28.0,0,0,C.A./SOTON 34068,10.5,S,Frederick,James,Banfield, Mr
884,885,0,3,"Sutehall, Mr. Henry Jr",0,25.0,0,0,SOTON/OQ 392076,7.05,S,Henry,Jr,Sutehall, Mr
885,886,0,3,"Rice, Mrs. William (Margaret Norton)",1,39.0,0,5,382652,29.125,Q,William,(Margaret,Rice, Mrs
886,887,0,2,"Montvila, Rev. Juozas",0,27.0,0,0,211536,13.0,S,Juozas,,Montvila, Rev
887,888,1,1,"Graham, Miss. Margaret Edith",1,19.0,0,0,112053,30.0,S,Margaret,Edith,Graham, Miss
888,889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",1,,1,2,W./C. 6607,23.45,S,Catherine,Helen,Johnston, Miss
889,890,1,1,"Behr, Mr. Karl Howell",0,26.0,0,0,111369,30.0,C,Karl,Howell,Behr, Mr
890,891,0,3,"Dooley, Mr. Patrick",0,32.0,0,0,370376,7.75,Q,Patrick,,Dooley, Mr
